global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
2305.071167001601	1.5397574777630323	2.3708530903271754	5313353.084942124	2739.329008085233	-4.116848782377019	7503923.414537227	16.948443896959144	2441.74003645953	3.193136776194933	10.196122471488572	5962094.405649387	2432.0036844660726	1934.1284312843068	0.695179	18.815481	0.049508070540836	0.0242223642356796	0.0200042369	-0.0022845731	0.0040766256	-0.0028824413	0.0068569158	-0.0080288689	0.0082958681	-0.0067745752	-0.0084666811	0.0100989091	-0.0043536281	-0.0031021832	-0.0208750021	0.0308496882	-0.0046952645	-0.0286690744	-0.014222826	-0.0171486192	0.0018732747	0.0575597004	-0.0103957184	-0.0285282926	0.100717498	-0.0056106692	0.0003739356	0.003219624	-0.03686024	-0.0072295853	-0.0217762863	-0.0087629217	-0.0084446433	-0.0926493858	0.029913095	0.039572276	0.0151462676	-0.0116097796	-0.0053652145	-0.0034373468	0.0025482674	-0.0284293408	0.0043849515	0.0009899794	-0.0076178154	-0.0096128908	-0.0126956533	-0.020396056	0.0062624225	0.0512168248	0.0131943527	0.0260120271	-0.0469159366	-0.0396450209	-0.0014409155	-0.0171615741	0.007540744	-0.019400128	-0.0114800261	-0.0661779084	0.0626210761	0.0141079643	-0.0410170113	-0.0769188808	-0.0767718097	-0.0406447246	0.0145309901	0.0628965849	0.0	0.0111370696719461	-0.0024548515959565	0.0001240343208777	6.026296358170663e-06	0.0195984700387725	1.953208888489863e-05	0.0003841000278606	3.815024962075806e-10	-0.1964693695330623	0.017141236761077	0.0386002131647189	0.0002938219976993	-0.0009987543384306	-0.0002497974778433	6.239877993687398e-08	9.975102285339457e-07	-0.000348206959233	-0.0002842006178508	1.2124808645829212e-07	8.076999118680481e-08	0.0014158274791453	6.385090620420007e-05	4.076938223097554e-09	2.004567450702935e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2304.720548776003	-0.3506182255982821	0.1229331401216878	5311736.80795036	2746.589468741202	7.260460655968927	7543753.709800078	52.71428893687275	2436.1269870084875	-5.613049451042571	31.5063241398493	5934714.696831051	2430.0796190583305	1921.848732248574	0.721642	19.531717	0.0259263137329787	0.0167879544793606	0.0168929488	-0.0078122154	-0.0083676814	-0.0274050373	0.0093031205	-0.0256137045	-0.0344651544	0.0576465135	0.0116159472	-0.0149899897	0.0089846792	-0.0160196992	-0.0108453221	0.0259014619	-0.0005537875	-0.0364358168	-0.0255020926	0.0389259497	0.0056210801	-0.0473918127	0.0031532648	0.0647783133	-0.020042695	0.0134435166	0.0069993987	-0.0025785372	-0.0463229054	-0.010044142	-0.0156799484	0.0199981261	-0.0364154974	-0.0406708106	-0.0536262536	0.0225085673	0.0175261197	-0.0101373634	-0.0140187931	-0.0183255543	-0.0034558594	-0.0116696921	-0.0042613563	0.0112379704	-0.0016549591	0.0067624398	-0.0247229701	-0.0023197036	0.0186889459	0.004960375	-0.0085583884	-0.0437380506	-0.0232542423	-0.0524664352	-0.0266267265	-0.0430354467	-0.0309036538	-0.0072023825	-0.0950698192	-0.0474790623	0.0620648812	0.0124120845	-0.0432266015	-0.0780186967	-0.075185261	-0.0360927555	0.0204059506	0.0670636218	0.0	0.0168294612568473	0.0056923915849012	0.0002832307661957	3.2403321955854e-05	0.0195939980739439	-4.4719648285979074e-06	0.0003839247605217	1.9998469428216708e-11	-0.2012638033423712	-0.0047944338093089	0.0405071185358366	2.2986595551844368e-05	-0.000998812967132	-5.862870140001426e-08	3.4373246278520347e-15	9.976273433110298e-07	-0.0003350599352838	1.3147023949199963e-05	1.1226516023238427e-07	1.7284423872083744e-10	0.0011203328043171	-0.0002954946748281	8.73171028518236e-08	1.2551455924290176e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2307.1872006980143	2.4666519220113514	6.084371704362294	5323112.779064739	2750.258239196228	3.668770455025879	7563920.382266736	13.459876651670792	2438.9463233947754	2.819336386287887	7.948657659046841	5948459.168400892	2424.955456131496	1918.580062766841	0.833408	22.556732	0.0670304751748344	0.0306971812421955	0.0052270029	-0.0061919644	-0.016011274	-0.0304675884	0.0086245037	-0.0177564741	0.0127420195	0.0482302361	0.0370451001	-0.00022499	0.0085011107	-0.0155857117	0.0159536596	0.0110550648	-0.0036071543	0.0021256322	0.0222006058	0.0140342779	0.0227015531	0.0213905231	0.010236602	0.0352703668	-0.0303392773	-0.0017114581	-0.0042401267	-0.023393818	0.033273832	-0.0214702411	0.0719162094	0.0477705582	0.0137149685	0.0941766271	-0.0482513854	0.0447195428	0.0134732705	-0.0112021697	-0.0102435347	-0.0153326076	-0.0048580965	0.0055375268	-0.0074465475	0.011149254	0.0172275366	-0.006586952	-0.0347962001	0.0144757255	0.0067645559	-0.0580025518	-0.0202144441	0.025750229	0.0474415379	-0.0059235787	0.032595813	-0.0029747231	-0.0163857179	-0.0037544742	-0.081267207	-0.0214353347	0.0615018347	0.0107107238	-0.0453932464	-0.0789807244	-0.0733912543	-0.0313973908	0.0261705759	0.0707571056	0.0	0.0046602049247184	-0.0121692563321289	2.171750994036963e-05	0.000148090799677	0.0196007631019057	6.765027961798398e-06	0.000384189914177	4.5765603323914185e-11	-0.2191262814795749	-0.0178624781372037	0.0480163272350658	0.000319068125202	-0.000999077414151	-2.644470189999779e-07	6.993222585797468e-14	9.98155679466649e-07	0.0001087923205267	0.0004438522558105	1.183576900558423e-08	1.9700482498806958e-07	0.0014160556150384	0.0002957228107213	8.745198078090581e-08	2.0052135048817814e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2320.5847253130687	13.397524615054408	179.49366581098877	5385113.467356331	2748.278731612472	-1.9795075837560037	7553035.986633457	3.918450274147531	2443.2224060507383	4.2760826559629095	18.28488288062681	5969335.725428359	2435.372020524271	1956.084287342563	0.925647	25.05323	0.0572885289726474	0.0365407557741816	-0.0022338591	0.039007886	0.0144834607	-0.0365433432	0.0284184286	0.0013225824	0.0291169653	0.0227682972	-0.0727650374	0.0199929056	-0.0024730277	-0.021997281	0.0140595925	-0.0069228635	0.0468847202	0.0524801804	0.0391151283	-0.0393412971	-0.0545532938	-0.0185934035	0.0338182564	-0.0247032019	-0.0071601871	-0.0137795393	0.0335725955	0.0581236686	-0.033548175	0.0093422089	-0.0874280523	-0.0151830297	0.0178896286	-0.0246560861	-0.0213813154	0.0781596452	-0.0042606994	0.0235293642	-0.0122276806	-0.0162637923	0.023286759	0.002487995	0.0373139601	-0.0021262984	0.0114588132	0.0094720961	-0.0483123255	0.0124456376	0.0084993028	0.0314231473	0.0468237192	0.0815997091	-0.0217243838	0.0068761508	0.0321044686	0.0304120209	0.0428902945	-0.0141701125	-0.0035037463	-0.0738565012	0.0609319986	0.0090046335	-0.0475147935	-0.0798032648	-0.0713947398	-0.026577285	0.0317936964	0.0739509558	0.0	0.010228755430262	0.0055685505055436	0.0001046274376521	3.100875473278989e-05	0.0196681342783477	6.7371176442e-05	0.0003868355059911	4.538875415179095e-09	-0.1914566639844181	0.0276696174951568	0.0366556541840423	0.0007656077323282	-0.0009997681057464	-6.906915953998945e-07	4.770548799560516e-13	9.995362652677449e-07	0.0003166568134123	0.0002078644928856	1.0027153748043217e-07	4.3207647402587655e-08	0.0016871602264675	0.000271104611429	7.349771033812326e-08	2.8465096297738657e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2318.450970614094	-2.133754698974826	4.552909115397151	5375214.903141434	2770.200369620108	21.92163800763637	7674010.087843384	480.5582129378477	2439.9761693617875	-3.2462366889508303	10.53805264069045	5953483.707053422	2428.8002503127195	1967.850178160992	0.638779	17.28898	0.0243680369206084	0.0132474959004024	0.0028524781	0.0580116021	0.0298287765	-0.017030537	0.0577122157	-0.0140892717	0.0110401858	-0.0203380143	-0.063399545	0.0079602874	-0.0075928148	-0.0079220976	0.0125124576	0.0074913179	0.012496261	-0.013709849	0.0042914323	-0.0385180392	-0.0145657582	-0.0251935993	-0.0085027659	-0.046529851	-0.0224674113	-0.0033201289	0.0268584392	0.0450119565	-0.0193483265	0.0136872086	-0.0432325966	-0.0183226877	0.0136039803	0.0038237136	0.0287034879	-0.0071317759	-0.0044946994	0.0288967411	-0.0053351167	-0.0179838515	0.0254850238	-0.0023165931	0.0548022885	-0.0010032251	0.0160817875	0.012445341	-0.0414499635	0.0123931935	0.0028274908	0.0276106262	0.0301137341	0.0516567095	-0.0266060761	-0.0054558584	0.0066048133	0.0355638023	0.0310442005	-0.0109938136	0.0172830359	-0.064980155	0.0603554359	0.0072945671	-0.0495891351	-0.0804848653	-0.0692012264	-0.0216515882	0.0372449079	0.0766226198	0.0	0.0028134385309073	-0.0074153168993547	7.915436367193826e-06	5.49869247178554e-05	0.0196610252602056	-7.109018142100604e-06	0.0003865559142824	5.053813894471552e-11	-0.1825842754124664	0.0088723885719516	0.0333370176278953	7.871927897169893e-05	-0.0009413331065748	5.8434999171599953e-05	3.4146491281848874e-09	8.861080175337638e-07	0.0003987157300855	8.20589166732e-05	1.589742334176133e-07	6.7336658055791805e-09	0.0016661896936891	-2.097053277839989e-05	4.397632450099441e-10	2.776188095355777e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2314.846016726796	-3.604953887298052	12.995692529545336	5358512.081155913	2750.669021743912	-19.531347876196374	7566180.067181609	381.4735498610008	2440.345219107235	0.3690497454476826	0.1361977146149993	5955284.788419539	2428.738316636675	1951.3362281567447	0.604864	16.371027	0.0352755562224837	0.0204475783561348	0.0002165507	0.0408469496	0.0462596711	-0.0059504206	0.0363610611	-0.0015976865	0.0082338081	-0.0171780246	-0.0993859296	0.0070059784	-0.0124376004	-0.0048890975	-0.0128864986	-0.0093700694	0.0479504022	-0.0222162138	0.0122903376	-0.0536200054	-0.0229382788	-0.0029191405	-0.073503116	0.0192939951	-0.0279041132	-0.0018383992	0.0248119839	0.0616323001	-0.0169574457	0.0284005752	-0.0872602489	-0.0123364678	0.0031063747	-0.0574773917	0.0148236337	-0.0119744249	-0.0058665605	0.0375534444	-0.0016150035	-0.0134072659	0.0127603737	-0.0111492029	0.054260601	0.0084320208	0.0224787796	0.0199722369	-0.0488985979	0.0036251257	0.0019480835	0.0345106939	0.0406551281	0.0296439252	-0.0562521232	-0.0106011185	-0.0263885625	0.0168917373	0.0130684105	0.000367945	-0.0041224492	-0.0696372762	0.0597722101	0.0055812796	-0.0516142104	-0.081024322	-0.0668167667	-0.0166398702	0.0424947355	0.0787532322	0.0	-0.0028193483677227	-0.00563278689863	7.948725218580654e-06	3.1728288245377774e-05	0.0195345927745478	-0.0001264324856577	0.0003816003148674	1.598517342960928e-08	-0.1824555326811605	0.0001287427313059	0.033290021405966	1.6574690864108246e-08	-0.0006152465391158	0.000326086567459	1.0633244947719297e-07	3.785283038939697e-07	0.0002729455092673	-0.0001257702208181	7.449925102918577e-08	1.581814844465878e-08	0.0018020847875497	0.0001358950938605	1.8467476535381252e-08	3.2475095815180472e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2313.928718857181	-0.9172978696146856	0.8414353815996408	5354266.115952035	2740.996969686972	-9.67205205693972	7513064.387833164	93.54859099215186	2440.8401805653293	0.494961458094167	0.2449868449987038	5957700.78706219	2431.2920127611483	1958.894288224525	0.621011	16.808062	0.0365770115134811	0.0170585775872913	-0.0031926056	0.0445358294	0.0506422984	-0.0011960323	0.0202844331	-0.0100885363	-0.0167656557	0.0189671011	-0.060182274	0.0013341878	-0.0026275845	-2.53679e-05	0.0024644553	-0.0031820412	0.0235345399	0.023092393	-0.045320435	0.0158926143	-0.009874718	-0.0286807526	-0.0390927468	0.0052208677	0.1019019192	0.003302122	0.0203514288	0.0371593335	-0.0284371469	0.0111127012	-0.0661464441	-0.0204272624	-0.0563301391	-0.0230775452	0.0166858116	-0.0006837063	-0.0063891653	0.0415429448	-0.0042424697	-0.0199095406	0.0152420152	-0.0241983255	0.047223173	0.0116007324	0.0166993017	0.0233345209	-0.0172719964	0.0102674518	0.0274775078	0.0492834612	0.0153517112	-0.0342352188	-0.0553759434	-0.0455167012	-0.031611406	0.0034891217	-0.0240133216	-0.0198298691	-0.0151133088	-0.0797934998	0.0591823858	0.0038655276	-0.0535880074	-0.0814206823	-0.0642479401	-0.0115620423	0.0475147935	0.0803277484	0.0	0.0100123134004093	0.012831661768132	0.000100246419628	0.0001646515437317	0.0194246056948799	-0.0001099870796678	0.0003773153064015	1.2097157693872904e-08	-0.1777709216337442	0.0046846110474162	0.0316025005785108	2.1945580665574828e-05	-0.0005321403575333	8.310618158250001e-05	6.906637417223464e-09	2.831733601156684e-07	0.0001750730063991	-9.78725028682e-05	3.065055756961932e-08	9.579026817685818e-09	0.0016040484396351	-0.0001980363479145	3.921839509535244e-08	2.572971396695799e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2304.352929124571	-9.575789732610248	91.6957490031638	5310042.42196499	2743.348192919482	2.35122323250971	7525959.307594586	5.528250689093411	2436.54583493401	-4.294345631319175	18.44140440123008	5936755.605734273	2427.803282594145	1927.7713021749007	0.718419	19.444477	0.1329354663168814	0.0547161792513089	-0.025941968	0.0191909224	0.0712777725	0.0004949962	0.0012234901	-0.0078938573	-0.0265081433	0.0341828189	-0.0409236337	-0.0153052444	-0.022334919	-0.0093755568	-0.0057448351	-0.0049528951	0.0416374575	-0.0019374031	-0.0541918875	0.032066785	0.0138063413	-0.0018439294	0.0208214961	-0.0082412361	0.0976353783	0.0133126457	-0.0022054155	0.0431850795	-0.0275700581	0.0223096861	-0.0636965665	-0.0010283101	-0.0364396459	-0.0340271236	-0.012812807	-0.0084539999	-0.0146482853	0.0601212712	-0.0122855822	-0.0367498642	0.0107109697	-0.0426229326	0.0197101265	0.0326623445	0.0211404988	0.0091882879	0.0341747927	0.0021668336	0.0152787263	0.0317792297	-0.021559112	-0.0727904683	-0.0474279342	-0.0387882189	-0.0364080921	-0.047950246	-0.0505693475	-0.0258876307	-0.0221103886	-0.0578741387	0.0585860279	0.0021480686	-0.0555085652	-0.0816732462	-0.0615018347	-0.0064382787	0.0522779382	0.0813350502	0.0	0.0194744416149177	0.0094621282145083	0.0003792538762128	8.95318703477959e-05	0.0068834840380986	-0.0125411216567813	4.738235250275821e-05	0.0001572797324101	-0.1562877218248175	0.0214831998089266	0.0244258519931915	0.0004615278740302	-0.0009982293224862	-0.0004660889649529	2.172389232508657e-07	9.96461780271258e-07	-0.0005429994649031	-0.0007180724713022	2.94848418885053e-07	5.156280740420488e-07	0.0009992295431569	-0.0006048188964782	3.658058975371077e-07	9.984596799175472e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2302.6704784277754	-1.682450696795513	2.8306403471477077	5302291.3322228	2731.5082914335235	-11.839901485958308	7461137.546170087	140.18326719719775	2440.1068680707144	3.561033136704282	12.680957000705936	5954121.527605871	2424.3567126327684	1930.3209079902529	0.807998	21.868988	0.0762364322064734	0.0393975457513751	-0.0411980662	0.0140027557	0.0657802974	-0.0146167113	-0.0097814226	-0.0083527569	-0.0118551318	0.0660381192	-0.0347482016	3.60683e-05	-0.0200203475	-0.0006264262	0.0085335943	-0.0245809368	0.0520951197	0.0438202316	-0.0313920215	0.0222698818	-0.0284092848	-0.0681473578	-0.0337654872	0.057150495	0.0275330832	0.0050048333	-0.0067175611	0.0296863495	0.0338754641	0.0353720407	-0.008666601	0.0465977272	-0.0430814754	0.0707894065	-0.0613569789	-0.0166737452	-0.0171715934	0.0638375025	-0.0077069281	-0.0407940072	-0.0063630193	-0.040452946	0.0312543473	0.0172713301	0.0121625217	-0.0005952213	0.0293290696	0.0257666847	0.029230254	0.0318579927	-0.0532634127	-0.0910140308	0.0043945766	-0.0094786987	-0.0206360606	-0.0133988321	-0.0324640174	-0.0521567843	-0.029722911	-0.0485952762	0.0579832024	0.0004296612	-0.0573739757	-0.0817815676	-0.0585860279	-0.001288936	0.0567584152	0.0817680248	0.0	-0.0032444598016212	-0.0227189014165389	1.0526519404335875e-05	0.0005161484815744	0.0018872880811642	-0.0049961959569344	3.561856301304448e-06	2.4961974040087645e-05	-0.1379005011933074	0.0183872206315101	0.0190165482293653	0.0003380898825518	-0.0009989168800734	-6.875575872000196e-07	4.727354357163126e-13	9.978349332955755e-07	-0.0002353518856734	0.0003076475792297	5.5390510090025155e-08	9.464703300589453e-08	0.000704882395944	-0.0002943471472129	8.664024307237262e-08	4.96859192111754e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303.724167840852	1.0536894130764267	1.1102613792293443	5307145.041494025	2744.5973043355857	13.089012902062224	7532814.362966164	171.32225875035132	2439.8947897518383	-0.2120783188761379	0.0449772133373288	5953086.585058168	2427.330536780197	1925.868513767005	0.7922209999999998	21.441967	0.1402772006967766	0.0681680403207083	-0.0380479097	0.0050894756	0.0269472713	-0.0480418082	0.0017064555	-0.0235220919	-0.039684976	0.0628935555	-0.020002061	-0.0042993463	-0.0188380145	0.0204607975	0.0432744558	0.0224764646	0.0426359262	0.0293036396	-0.0404614692	0.0515639375	0.0454953213	-0.1178771509	0.0131308223	0.1158141149	-0.0442610963	0.0074529283	0.0046256413	0.0276927959	0.0280727178	-0.0002118909	0.0464646721	0.0483734904	-0.073913942	0.1007668088	-0.0292322299	-0.0498902061	-0.0171383402	0.0368635761	-0.022863075	-0.0356547426	-0.0079639695	0.0040243068	0.0042405607	-0.0104232478	0.0109659518	-0.0070308266	-0.0051549765	-0.0029464783	0.0442935467	-0.0437205945	-0.0558130252	-0.0391949051	0.1062101319	0.0439309784	0.0063058025	0.0053746131	0.0355933254	-0.0169435356	-0.0197927766	-0.0279415818	0.0573739757	-0.001288936	-0.0591823858	-0.0817454551	-0.0555085652	0.0038655276	0.0609319986	0.0816236149	0.0	0.0083804329818377	0.0116248927834589	7.023165696307312e-05	0.0001351381322269	0.0332532718237104	0.0313659837425462	0.0011057800869815	0.0009838249361376	-0.1568431283482283	-0.0189426271549209	0.0245997669100588	0.0003588231235303	5.020860087051376e-05	0.0010491254809439	1.1006642747657984e-06	2.5209036013745547e-09	-0.0003909733137696	-0.0001556214280962	1.528601320799821e-07	2.4218028882700748e-08	0.0010670094272209	0.0003621270312768	1.311359867814209e-07	1.138509117778273e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303.758341457988	0.0341736171362754	0.0011678361081767	5307302.49583726	2772.115944802224	27.51864046663832	7684626.811426727	757.2755731321039	2431.445268967572	-8.449520784266497	71.39440148375151	5911926.095984788	2425.841120413448	1930.856976742337	0.813787	22.025686	0.1322951816249216	0.0696498985398975	-0.0039063273	0.0004720689	0.0112878799	-0.0398016493	0.040470265	-0.0246178283	-0.0349739655	-0.0062943638	0.0130254375	-0.0123285294	0.0016644489	-0.0535018066	0.0627332669	-0.0108506756	-0.0127215131	0.062222247	0.0710302899	-0.0057370583	-0.0372762993	-0.0372711695	0.0343363008	-0.0140879584	-0.0544004056	0.0054809372	0.0047299871	0.0035272561	-0.0018807764	-0.0622773164	-0.0047369754	0.0169634123	0.0127490271	0.0875555628	-0.0736289992	0.0075775604	0.0030384966	0.0057790514	-0.0204117803	-0.0436003426	-0.0077205353	-0.0005553892	-0.0154447321	0.0259116651	0.01118893	0.0159826237	-0.011185728	0.0092335542	-0.0193596388	-0.0938158321	0.0096190843	0.0307291346	0.0265473394	0.0242491645	-0.01180431	-0.0008835517	0.0374807793	0.0118080233	-0.0098632216	-0.0461509656	0.0567584152	-0.0030069641	-0.0609319986	-0.0815649727	-0.0522779382	0.0090046335	0.0647761217	0.0809028402	0.0	0.0392934862109086	0.0309130532290708	0.0015439780586068	0.0009556168599433	0.0458139164524595	0.012560644628749	0.0020989149407129	0.0001577697934897	-0.2152212461167693	-0.0583781177685409	0.0463201847800549	0.0034080046341976	-0.0004568219989986	-0.0005070305998691	2.5708002920363325e-07	2.086863387690769e-07	-0.000356228654337	3.4744659432600015e-05	1.2689885417074985e-07	1.2071913590873612e-09	0.0009999173665514	-6.709206066949996e-05	4.5013446048798634e-09	9.998347399310868e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
